TI,TS,x,y,z,mode
32483.420428250003,31/10/2018 09:23:38,0.8554843074889547,-2.1660221514914215,-1.2647527785418247,
32483.48043925,31/10/2018 09:23:38,5.6991647327695695e-05,-0.8954485017550107,-0.8247671411598717,
32483.530445250002,31/10/2018 09:23:38,0.15655791942194314,-0.2540860743339529,-0.7485149801965049,
32483.580446250002,31/10/2018 09:23:38,-0.9058028720732387,0.6455920598643216,0.6248713350029601,
32483.63046525,31/10/2018 09:23:38,-2.202374300371003,-0.3414228443864475,0.5095479376870408,
32483.68047125,31/10/2018 09:23:38,-2.526402974413707,-0.1807314326365924,1.4669490232483469,
32483.730467250003,31/10/2018 09:23:38,0.36691994866286615,-0.04928738861020547,0.48673476715720404,
32483.780491250003,31/10/2018 09:23:38,-0.05536525484998431,0.11479635773619258,-0.7388844570625603,
32483.83049725,31/10/2018 09:23:38,0.5917554594800427,0.5376946209319793,-0.021483187881451198,
32483.880504250003,31/10/2018 09:23:38,0.223671709420812,0.33293188788294786,-0.14167484367003533,
32483.930517250003,31/10/2018 09:23:38,0.5992463989942176,-0.021686120756515236,-0.07327527949687619,
32483.98052525,31/10/2018 09:23:38,0.19553088513027173,0.9788549786707663,0.17281571892854986,
32484.030535250004,31/10/2018 09:23:38,0.18414826831516404,0.7318015138273856,-0.46207922178525046,
32484.080544250002,31/10/2018 09:23:38,-0.3142767107630518,0.012691027858663603,-1.3056834339674706,
32484.130550250004,31/10/2018 09:23:38,-0.08260566437596881,1.3159688284134656,-1.2759444467067738,
32484.180559250002,31/10/2018 09:23:38,1.5039371349962394,0.9820936488724117,-1.2947026881608559,
32484.23056825,31/10/2018 09:23:38,0.531370412291368,-0.0890047078432112,-0.6899185119959275,
32484.280575250003,31/10/2018 09:23:38,0.7975975717188832,1.6062107766546614,-0.5223236540683689,
32484.33045316667,31/10/2018 09:23:38,0.27265603029896646,0.2329980995582695,-0.5150478979702724,
32484.38046916667,31/10/2018 09:23:38,-0.0807334621296431,-1.0179294108166268,-0.8680536288858016,
32484.430475166668,31/10/2018 09:23:38,1.2832950376315015,-0.08441315180780558,-0.8141416610426735,
32484.480475166667,31/10/2018 09:23:38,0.673769902094014,0.34949994565654885,-0.4018491705720184,
32484.53049516667,31/10/2018 09:23:38,0.21062674745327686,0.13326910832141822,-0.2984652570551424,
32484.580502166667,31/10/2018 09:23:39,-1.2605061018675845,-0.013838850288487753,0.17864378065807926,
32484.63051116667,31/10/2018 09:23:39,-1.2153972130077133,-0.5724784342456132,0.25582538484188366,
32484.68052216667,31/10/2018 09:23:39,-0.46172315714750684,-0.5834562505750288,0.1966595328002473,
32484.73052816667,31/10/2018 09:23:39,-0.09916679793073556,1.0953810595349653,0.65854487645814,
32484.78053816667,31/10/2018 09:23:39,0.1256284991539809,-0.39866456254050164,0.5410936134312474,
32484.83054916667,31/10/2018 09:23:39,0.32927669928681413,0.9176952179209876,0.8125416338597539,
32484.880557166667,31/10/2018 09:23:39,-0.4774712276214724,0.27979410096870583,0.5975494327476192,
32484.93056516667,31/10/2018 09:23:39,-0.4022553026382555,0.8204296506924597,-0.022615563976952892,
32484.98056916667,31/10/2018 09:23:39,0.5822959112880813,-0.5035108178119402,-0.6858161786527693,
32485.03055816667,31/10/2018 09:23:39,-0.1653961521315891,-0.39748132006817943,-0.7325322852305034,
32485.08059116667,31/10/2018 09:23:39,-0.2098136843724757,0.13176788441494056,0.17902248216508854,
32485.13058816667,31/10/2018 09:23:39,-0.8975987380191407,-1.3171289013843042,0.1479630996359304,
32485.180582166668,31/10/2018 09:23:39,-0.01691000765756713,-0.34574142641012,0.13255831062647608,
32485.230617166668,31/10/2018 09:23:39,0.014243650774179798,-0.3661992972718907,0.08690480532368372,
32485.28061216667,31/10/2018 09:23:39,-0.41931844205850216,-0.33227941341587847,0.06990531545348992,
32485.33060616667,31/10/2018 09:23:39,0.30397294050553525,-0.1236596241600853,-0.8020738128790884,
32485.380622166667,31/10/2018 09:23:39,0.9746138946348151,0.14389512107083438,-0.8520091485825102,
32485.430637166668,31/10/2018 09:23:39,0.975250656451453,0.4729124284674748,-0.935520554045215,
32485.48065716667,31/10/2018 09:23:39,1.1152794002517104,0.676660230825077,0.67138450870563,
32485.530670166667,31/10/2018 09:23:39,1.1580665452732504,-1.1642450790022343,1.0462393458363872,
32485.580662166667,31/10/2018 09:23:40,0.07559728965131628,0.10748864370501515,2.6117924410771356,
32485.63068516667,31/10/2018 09:23:40,-0.592100605157317,0.19428905311396777,1.8089569641262846,
32485.68069716667,31/10/2018 09:23:40,-0.2330044911448857,-0.31934550526579963,1.7651186694224903,
32485.730703166668,31/10/2018 09:23:40,0.5071859801162495,0.08509571999519289,1.490990976305146,
32485.780704166667,31/10/2018 09:23:40,0.23856490518486212,0.34147397707937704,0.7893923724003491,
32485.83072416667,31/10/2018 09:23:40,-0.2973568494094514,0.2733740185288518,0.5904814032145489,
32485.880709166668,31/10/2018 09:23:40,0.267261797511011,-0.22949737430536032,0.9401027890168053,
32485.930731166667,31/10/2018 09:23:40,0.4009191947193627,-0.1310672067321407,0.8674853103091786,
32485.98075016667,31/10/2018 09:23:40,0.4188041856520079,-1.028347963317126,0.8332178839309111,
32486.03073416667,31/10/2018 09:23:40,-1.571006450204904,0.51298155128048,0.8521146097616773,
32486.08075816667,31/10/2018 09:23:40,-0.8402480965765022,0.08569040386660759,0.8523074226245991,
32486.13077716667,31/10/2018 09:23:40,-0.5651976181414455,0.7374090658186565,0.6965135641193997,
