TI,TS,x,y,z,mode
23595.543551291667,05/11/2018 20:15:29,118.44277954101562,-8.576904296875,-750.3487548828125,
23595.59303529167,05/11/2018 20:15:30,121.16169738769531,-11.604034423828125,-748.7021484375,
23595.63260229167,05/11/2018 20:15:30,125.07014465332031,-14.12664794921875,-747.549560546875,
23595.672183291666,05/11/2018 20:15:30,128.29885864257812,-14.294830322265625,-746.7261962890625,
23595.711765291668,05/11/2018 20:15:30,125.07014465332031,-15.4720458984375,-744.585693359375,
23595.75235529167,05/11/2018 20:15:30,126.25967407226562,-17.658309936523438,-746.7261962890625,
23595.79193429167,05/11/2018 20:15:30,123.37081909179688,-21.526321411132812,-748.5374755859375,
23595.831485291666,05/11/2018 20:15:30,123.20088195800781,-22.030838012695312,-748.372802734375,
23595.871067291668,05/11/2018 20:15:30,125.41000366210938,-22.199020385742188,-747.8788452148438,
23595.910644291667,05/11/2018 20:15:30,126.08973693847656,-24.889801025390625,-746.5615844726562,
23595.950212291667,05/11/2018 20:15:30,122.86102294921875,-24.721633911132812,-747.3848876953125,
23595.98979729167,05/11/2018 20:15:30,117.42318725585938,-28.085113525390625,-751.9953002929688,
23596.02936429167,05/11/2018 20:15:30,114.02455139160156,-29.430511474609375,-752.3245849609375,
23596.068946291667,05/11/2018 20:15:30,109.7762451171875,-29.935043334960938,-754.4652099609375,
23596.10851029167,05/11/2018 20:15:30,107.73704528808594,-31.616775512695312,-755.123779296875,
23596.148094291668,05/11/2018 20:15:30,109.60630798339844,-30.775909423828125,-753.97119140625,
23596.187669291667,05/11/2018 20:15:30,110.79583740234375,-32.28947448730469,-755.123779296875,
23596.227240291668,05/11/2018 20:15:30,111.8154296875,-29.59869384765625,-754.4652099609375,
23596.266806291667,05/11/2018 20:15:30,111.8154296875,-26.90789794921875,-754.4652099609375,
23596.306375291668,05/11/2018 20:15:30,110.62590026855469,-22.030838012695312,-755.2884521484375,
23596.345920291667,05/11/2018 20:15:30,114.02455139160156,-19.340057373046875,-754.300537109375,
23596.38551629167,05/11/2018 20:15:30,116.23365783691406,-18.835525512695312,-752.1599731445312,
23596.42509429167,05/11/2018 20:15:30,116.91339111328125,-18.162841796875,-751.5013427734375,
23596.46465029167,05/11/2018 20:15:30,118.78265380859375,-15.9765625,-751.666015625,
23596.50422729167,05/11/2018 20:15:30,118.44277954101562,-18.331008911132812,-749.3607788085938,
23596.54378629167,05/11/2018 20:15:30,121.33163452148438,-18.162841796875,-750.8427124023438,
23596.583377291667,05/11/2018 20:15:30,120.82183837890625,-20.685455322265625,-749.6900634765625,
23596.62295329167,05/11/2018 20:15:30,119.63230895996094,-22.199020385742188,-751.5013427734375,
23596.66250929167,05/11/2018 20:15:30,119.29244995117188,-23.880767822265625,-752.4892578125,
23596.702091291667,05/11/2018 20:15:30,117.9329833984375,-25.226150512695312,-752.4892578125,
23596.74075029167,05/11/2018 20:15:30,117.42318725585938,-26.40338134765625,-753.3125610351562,
23596.78030729167,05/11/2018 20:15:30,117.08332824707031,-27.748764038085938,-753.3125610351562,
23596.81988929167,05/11/2018 20:15:31,118.10292053222656,-30.10321044921875,-752.9832763671875,
23596.859470291667,05/11/2018 20:15:31,116.40359497070312,-29.094161987304688,-753.97119140625,
23596.899051291668,05/11/2018 20:15:31,116.74345397949219,-28.7578125,-753.6419067382812,
23596.938603291666,05/11/2018 20:15:31,115.72386169433594,-28.421463012695312,-753.97119140625,
23596.978182291667,05/11/2018 20:15:31,117.59312438964844,-28.2532958984375,-754.4652099609375,
23597.017775291668,05/11/2018 20:15:31,116.74345397949219,-27.748764038085938,-755.2884521484375,
23597.05734829167,05/11/2018 20:15:31,118.44277954101562,-29.430511474609375,-753.6419067382812,
23597.096897291667,05/11/2018 20:15:31,116.40359497070312,-28.421463012695312,-754.6298217773438,
