TI,TS,x,y,z,mode
32483.41662925,31/10/2018 09:23:38,75.789794921875,-15.4720458984375,-754.1358642578125,
32483.456180250003,31/10/2018 09:23:38,74.26040649414062,-14.294830322265625,-752.3245849609375,
32483.49576125,31/10/2018 09:23:38,72.90093994140625,-17.658309936523438,-750.3487548828125,
32483.535295250003,31/10/2018 09:23:38,73.58067321777344,-18.331008911132812,-750.3487548828125,
32483.574863250004,31/10/2018 09:23:38,75.44992065429688,-16.81744384765625,-751.1719970703125,
32483.61442525,31/10/2018 09:23:38,74.43032836914062,-15.4720458984375,-750.5133666992188,
32483.65397825,31/10/2018 09:23:38,73.07087707519531,-12.444900512695312,-753.4772338867188,
32483.693533250003,31/10/2018 09:23:38,73.07087707519531,-6.7269744873046875,-753.4772338867188,
32483.73309325,31/10/2018 09:23:38,72.22120666503906,-5.8861083984375,-752.6539306640625,
32483.772654250002,31/10/2018 09:23:38,73.07087707519531,-5.381591796875,-753.4772338867188,
32483.81219825,31/10/2018 09:23:38,73.07087707519531,-7.063323974609375,-752.4892578125,
32483.85177625,31/10/2018 09:23:38,74.94012451171875,-6.558807373046875,-753.97119140625,
32483.89133325,31/10/2018 09:23:38,74.60026550292969,-6.558807373046875,-755.2884521484375,
32483.930875250004,31/10/2018 09:23:38,74.43032836914062,-7.73602294921875,-754.4652099609375,
32483.970416250002,31/10/2018 09:23:38,73.58067321777344,-8.913253784179688,-752.9832763671875,
32484.009985250003,31/10/2018 09:23:38,76.12965393066406,-9.0814208984375,-754.1358642578125,
32484.049541250002,31/10/2018 09:23:38,77.48910522460938,-9.754119873046875,-755.453125,
32484.08910325,31/10/2018 09:23:38,78.33877563476562,-9.5859375,-756.2764282226562,
32484.128665250002,31/10/2018 09:23:38,79.8681640625,-9.754119873046875,-757.7583618164062,
32484.168225250003,31/10/2018 09:23:38,82.75701904296875,-12.613082885742188,-758.2523193359375,
32484.207780250003,31/10/2018 09:23:38,85.13606262207031,-14.967529296875,-755.2884521484375,
32484.247317250003,31/10/2018 09:23:38,85.9857177734375,-14.462997436523438,-755.453125,
32484.286894250003,31/10/2018 09:23:38,89.55430603027344,-16.312911987304688,-755.9471435546875,
32484.32631516667,31/10/2018 09:23:38,90.91375732421875,-17.32196044921875,-754.9591674804688,
32484.365858166668,31/10/2018 09:23:38,89.72422790527344,-17.490142822265625,-755.123779296875,
32484.405426166668,31/10/2018 09:23:38,88.53471374511719,-17.658309936523438,-755.6177978515625,
32484.444671166668,31/10/2018 09:23:38,91.25361633300781,-19.340057373046875,-755.2884521484375,
32484.484248166667,31/10/2018 09:23:38,90.91375732421875,-19.676406860351562,-753.97119140625,
32484.52381316667,31/10/2018 09:23:38,92.10328674316406,-21.189971923828125,-754.1358642578125,
32484.563353166668,31/10/2018 09:23:39,91.25361633300781,-22.030838012695312,-754.300537109375,
32484.60293516667,31/10/2018 09:23:39,91.42355346679688,-20.180923461914062,-755.123779296875,
32484.642486166667,31/10/2018 09:23:39,89.55430603027344,-18.331008911132812,-756.2764282226562,
32484.68203816667,31/10/2018 09:23:39,88.19483947753906,-17.994659423828125,-755.9471435546875,
32484.72159716667,31/10/2018 09:23:39,89.8941650390625,-16.649261474609375,-756.2764282226562,
32484.76115916667,31/10/2018 09:23:39,89.38436889648438,-16.81744384765625,-756.4411010742188,
32484.800726166668,31/10/2018 09:23:39,89.8941650390625,-18.331008911132812,-756.605712890625,
32484.840304166668,31/10/2018 09:23:39,90.91375732421875,-16.985610961914062,-756.93505859375,
32484.87985416667,31/10/2018 09:23:39,90.91375732421875,-16.985610961914062,-756.605712890625,
32484.91940216667,31/10/2018 09:23:39,92.44314575195312,-16.144744873046875,-756.4411010742188,
32484.958950166667,31/10/2018 09:23:39,93.63267517089844,-15.640213012695312,-758.2523193359375,
32484.99850416667,31/10/2018 09:23:39,92.44314575195312,-17.153793334960938,-758.4169921875,
32485.03805216667,31/10/2018 09:23:39,92.27322387695312,-16.985610961914062,-756.93505859375,
32485.077610166667,31/10/2018 09:23:39,93.63267517089844,-15.9765625,-758.2523193359375,
32485.117156166667,31/10/2018 09:23:39,92.44314575195312,-16.481094360351562,-759.4049072265625,
32485.156727166668,31/10/2018 09:23:39,89.55430603027344,-13.62213134765625,-758.5816650390625,
32485.19628516667,31/10/2018 09:23:39,88.87457275390625,-14.294830322265625,-758.9109497070312,
32485.23583216667,31/10/2018 09:23:39,89.8941650390625,-14.631179809570312,-757.9229736328125,
32485.27539016667,31/10/2018 09:23:39,87.85498046875,-14.294830322265625,-757.5936889648438,
32485.31496016667,31/10/2018 09:23:39,88.53471374511719,-14.631179809570312,-758.2523193359375,
32485.354519166667,31/10/2018 09:23:39,87.85498046875,-13.958480834960938,-758.2523193359375,
32485.394077166668,31/10/2018 09:23:39,89.04450988769531,-17.153793334960938,-756.7703857421875,
32485.43399416667,31/10/2018 09:23:39,90.74382019042969,-18.162841796875,-756.7703857421875,
32485.47355216667,31/10/2018 09:23:39,91.933349609375,-19.676406860351562,-756.605712890625,
32485.51310616667,31/10/2018 09:23:39,91.763427734375,-21.189971923828125,-756.4411010742188,
32485.552669166667,31/10/2018 09:23:39,88.02491760253906,-22.871719360351562,-754.1358642578125,
32485.592228166668,31/10/2018 09:23:40,83.946533203125,-22.535369873046875,-755.123779296875,
32485.631774166668,31/10/2018 09:23:40,81.22761535644531,-19.844573974609375,-754.7944946289062,
32485.67134416667,31/10/2018 09:23:40,80.37796020507812,-17.658309936523438,-755.2884521484375,
32485.71089916667,31/10/2018 09:23:40,79.01850891113281,-16.649261474609375,-752.9832763671875,
32485.75045716667,31/10/2018 09:23:40,79.69822692871094,-14.967529296875,-753.97119140625,
32485.79000816667,31/10/2018 09:23:40,78.16883850097656,-15.4720458984375,-754.1358642578125,
32485.829558166668,31/10/2018 09:23:40,78.67863464355469,-15.303878784179688,-754.9591674804688,
